"name","genres","director","actor1","actor2","actor3","color","plotkey","language","year","score"
"Super Hybrid ","Horror|Sci-Fi|Thriller","Eric Valette","Melanie Papalia","Ryan Kennedy","John Reardon","Color","based on comic book|blue bra and panties|female protagonist|girl in bra and panties|killer car","English",2010,3.9
"Super Mario Bros. ","Adventure|Comedy|Family|Fantasy|Sci-Fi","Annabel Jankel","Bob Hoskins","Fisher Stevens","Fiona Shaw","Color","based on video game|dinosaur|king|mario|plumber","English",1993,4
"Torque ","Action|Comedy|Crime","Joseph Kahn","Dane Cook","Jay Hernandez","Christina Milian","Color","murder|on the run|security camera|surveillance footage|timebomb","English",2004,4
"Supercross ","Action|Drama|Romance|Sport","Steve Boyum","Channing Tatum","Mike Vogel","Steve Howey","Color","one word title|paddock|supercross|swimming pool|winning","English",2005,4
"Accidental Love ","Comedy|Romance","David O. Russell","Jake Gyllenhaal","Kirstie Alley","Beverly D'Angelo","Color","health insurance|long delayed release|nail in the head|waitress|washington d.c.","English",2015,4
"Shark Night 3D ","Horror|Thriller","David R. Ellis","Chris Zylka","Joel David Moore","Katharine McPhee","Color","lake|louisiana|redneck|shark|vacation","English",2011,4
"The Country Bears ","Comedy|Family|Music|Musical","Peter Hastings","Haley Joel Osment","Alex Rocco","Stephen Root","Color","animal in title|bear|box office flop|disney|satire","English",2002,4
"Restoration ","Horror","Zack Ward","Zack Ward","Anna Harr","James Cullen Bressack","Color","","English",2016,4
"Book of Shadows: Blair Witch 2 ","Adventure|Fantasy|Horror|Mystery|Thriller","Joe Berlinger","Kim Director","Erica Leerhsen","Kurt Loder","Color","convenience store|digit in title|punctuation in title|violence|witch","English",2000,4
"The Wicked Lady ","Adventure|Drama","Michael Winner","Faye Dunaway","Marina Sirtis","John Gielgud","Color","female nudity|highwayman|nell gwynne|nudity|whipping","English",1983,4
"Devil's Due ","Horror|Mystery","Matt Bettinelli-Olpin","Zach Gilford","Allison Miller","Vanessa Ray","Color","eiffel tower at night|honeymoon|implied insemination|party|taxi driver","English",2014,4
"The Last Exorcism Part II ","Drama|Horror|Thriller","Ed Gass-Donnelly","Muse Watson","Spencer Treat Clark","Ashley Bell","Color","car fire|evil|hospital|hotel|prophecy","English",2013,4
"3 Strikes ","Comedy","DJ Pooh","Mo'Nique","Mike Epps","Faizon Love","Color","adult diaper|diaper|digit in title|dream|sawed off shotgun","English",2000,4
"Unnatural ","Action|Horror|Thriller","Hank Braxtan","Q'orianka Kilcher","Gregory Cruz","Allegra Carpenter","Color","alaska|climate change|global|polar bear|scientific","English",2015,4
"B-Girl ","Drama|Music|Romance","Emily Dell","Aimee Garcia","Wesley Jonathan","Drew Sidora","Color","brooklyn new york city|los angeles california|teacher|trauma|violence","English",2009,4
"Fight to the Finish ","Action|Romance|Sport","Warren Sheppard","Jennifer Hale","Randy Jay Burrell","Vincent De Paul","Color","fighting|karate","English",2016,4
"Western Religion ","Adventure|Drama|Fantasy|Thriller|Western","James O'Brien","Mark Fantasia","Vivian Lamolli","Greg Jackson","Color","arizona|gambling|gunfighter|poker game|year 1879","English",2015,4
"The Stewardesses ","Comedy|Drama","Al Silliman Jr.","Christina Hart","Nancy Ison","William Condos","Color","female frontal nudity|female nudity|lesbian sex|lesbianism|sex","English",1969,4
"All Superheroes Must Die ","Sci-Fi|Thriller","Jason Trost","Sean Whalen","Jason Trost","Nick Principe","Color","arch villain|game of death|kidnapping|superhero","English",2011,4
"The Adventures of Rocky & Bullwinkle ","Adventure|Animation|Comedy|Family|Fantasy","Des McAnuff","Robert De Niro","Janeane Garofalo","Jonathan Winters","Color","deforestation|fbi|lighthouse|moose|squirrel","English",2000,4.1
"Inspector Gadget ","Action|Adventure|Comedy|Family|Sci-Fi","David Kellogg","Matthew Broderick","Rene Auberjonois","Rupert Everett","Color","actor playing multiple roles|claw|gadget|inspector|police","English",1999,4.1
"Fifty Shades of Grey ","Drama|Romance","Sam Taylor-Johnson","Jennifer Ehle","Luke Grimes","Callum Rennie","Color","female frontal nudity|female nudity|perversion|sex scene|spanking","English",2015,4.1
"Spy Kids 3-D: Game Over ","Action|Adventure|Comedy|Family|Sci-Fi","Robert Rodriguez","Sylvester Stallone","Salma Hayek","Alexa PenaVega","Color","mission|spy|surfing|trapped|virtual reality","English",2003,4.1
"Universal Soldier: The Return ","Action|Sci-Fi","Mic Rodgers","Michael Jai White","Daniel von Bargen","Xander Berkeley","Color","combat|computer|general|military|reporter","English",1999,4.1
"Wing Commander ","Action|Adventure|Sci-Fi","Chris Roberts","Saffron Burrows","David Suchet","Jürgen Prochnow","Color","27th century|fighter pilot|orchestral music score|outer space|space opera","English",1999,4.1
"A Warrior's Tail ","Adventure|Animation|Fantasy","Maksim Fadeev","Konstantin Khabenskiy","Fedor Bondarchuk","Sergey Garmash","Color","battle|creature|hyena|monkey|village","Russian",2015,4.1
"Underclassman ","Action|Comedy|Crime|Drama|Thriller","Marcos Siega","Cheech Marin","Nick Cannon","Kaylee DeFer","Color","police|private school|shootout|undercover|wigger","English",2005,4.1
"King's Ransom ","Comedy|Crime","Jeffrey W. Byrd","Donald Faison","Loretta Devine","Regina Hall","Color","hit in the crotch|kidnapping|nail gun|police|release from prison","English",2005,4.1
"Red Sky ","Action|Thriller","Mario Van Peebles","Martin Kove","Mario Van Peebles","Jacob Vargas","","exploding airplane|fighter pilot|hands tied|held at gunpoint|military","English",2014,4.1
"Megiddo: The Omega Code 2 ","Action|Adventure|Fantasy|Sci-Fi|Thriller","Brian Trenchard-Smith","Michael Biehn","Udo Kier","Franco Nero","Color","armageddon|battle|end times|reference to satan|sequel","English",2001,4.1
"Boogeyman ","Drama|Horror|Mystery|Thriller","Stephen Kay","Barry Watson","Skye McCole Bartusiak","Charles Mesure","Color","boogeyman|childhood|fear|hometown|uncle","English",2005,4.1
"I Can Do Bad All by Myself ","Comedy|Drama","Tyler Perry","Eric Mendenhall","Mary J. Blige","Hope Olaide Wilson","Color","aunt|immigrant|looting|love|nightclub singer","English",2009,4.1
"Madea Goes to Jail ","Comedy|Crime|Drama","Tyler Perry","Vanessa Ferlito","Keshia Knight Pulliam","Derek Luke","Color","adaptation directed by original author|cross dressing|madea series|remake|sequel","English",2009,4.1
"The Apparition ","Horror|Thriller","Todd Lincoln","Julianna Guill","Rick Gomez","Tim Williams","Color","e mail|evil spirit|experiment|fear|supernatural","English",2012,4.1
"Halloween: Resurrection ","Comedy|Horror|Thriller","Rick Rosenthal","Jamie Lee Curtis","Thomas Ian Nicholas","Bianca Kajlich","Color","cult film|halloween|killer|michael myers|serial killer","English",2002,4.1
"Urban Legends: Final Cut ","Horror|Mystery|Thriller","John Ottman","Loretta Devine","Joey Lawrence","Jacinda Barrett","Color","film set|movie set|sequel|slow motion|urban legend","English",2000,4.1
"One Direction: This Is Us ","Documentary|Music","Morgan Spurlock","Harry Styles","Zayn Malik","Niall Horan","Color","3 dimensional|concert footage|englishman abroad|reference to keith richards|reference to the doors","English",2013,4.1
"On the Line ","Comedy|Family|Romance","Eric Bross","Jerry Stiller","Tamala Jones","Dave Foley","Color","based on short film|chicago illinois|el train|love|train","English",2001,4.1
"Alien Zone ","Horror","Sharron Miller","Bernard Fox","Elizabeth MacRae","Charles Aidman","Color","affair|child murderer|mortician|strangulation|supernatural power","English",1978,4.1
"Chain Letter ","Horror|Thriller","Deon Taylor","Matt Cohen","Betsy Russell","Noah Segan","Color","blood splatter|chain|murder|mysterious killer|warning","English",2009,4.1
"Da Sweet Blood of Jesus ","Comedy|Romance|Thriller","Spike Lee","Rami Malek","Elvis Nolasco","Felicia Pearson","Color","horror movie remake|remake|undead|undead sex|undead sexuality","English",2014,4.1
"In Her Line of Fire ","Action|Drama","Brian Trenchard-Smith","David Keith","Mariel Hemingway","Jesse Hutch","Color","camp|die hard scenario|female protagonist|island|vice president","English",2006,4.1
"Roadside ","Drama|Horror|Mystery|Thriller","Eric England","Jack E. Curenton","Ace Marrero","Alan Pietruszewski","Color","dog|gun|hostage|husband wife relationship|jealousy","English",2013,4.1
"The Brain That Wouldn't Die ","Horror|Sci-Fi","Joseph Green","Virginia Leith","Jason Evers","Bruce Kerr"," Black and White","brain|fiance|laboratory|surgeon|surgery","English",1962,4.1
"The Legend of God's Gun ","Western","Mike Bruce","Joseph Campanella","Kirpatrick Thomas","Christian Anderson","Color","","English",2007,4.1
"The Last Airbender ","Action|Adventure|Family|Fantasy","M. Night Shyamalan","Seychelle Gabriel","Noah Ringer","Aasif Mandvi","Color","avatar|fire|kingdom|tribe|water","English",2010,4.2
"A Sound of Thunder ","Action|Adventure|Horror|Sci-Fi|Thriller","Peter Hyams","David Oyelowo","Catherine McCormack","Jemima Rooper","Color","butterfly|hunter|time|time travel|wave","English",2005,4.2
"Basic Instinct 2 ","Crime|Mystery|Thriller","Michael Caton-Jones","Charlotte Rampling","Indira Varma","Neil Maskell","Color","drugs|murder|psychiatrist|scotland yard|sex","English",2006,4.2
"The Legend of Hercules ","Action|Adventure|Fantasy","Renny Harlin","Roxanne McKee","Luke Newberry","Gaia Weiss","Color","ancient greece|forbidden love|hercules|king|slavery","English",2014,4.2
"Thunderbirds ","Action|Adventure|Comedy|Family|Sci-Fi","Jonathan Frakes","Sophia Myles","Philip Winchester","Brady Corbet","Color","astronaut|island|lady penelope|rescue|the hood","English",2004,4.2
"Marmaduke ","Comedy|Family","Tom Dey","Emma Stone","Judy Greer","Steve Coogan","Color","dog|great dane|rivalry|talking animal|talking cat","English",2010,4.2
"Ishtar ","Action|Adventure|Comedy|Music|Thriller","Elaine May","Carol Kane","Warren Beatty","Isabelle Adjani","Color","cia|emir|hotel|map|morocco","English",1987,4.2
"Zoom ","Action|Adventure|Family|Sci-Fi","Peter Hewitt","Kevin Zegers","Rip Torn","Thomas F. Wilson","Color","bruise|female hero|super strength|superhero|teenage superhero","English",2006,4.2
"Hannah Montana: The Movie ","Comedy|Drama|Family|Music|Romance","Peter Chelsom","Emily Osment","Vanessa Williams","Moises Arias","Color","farm|female protagonist|hannah montana|horseback riding|overalls","English",2009,4.2
"Heartbeeps ","Comedy|Sci-Fi","Allan Arkush","Bernadette Peters","Randy Quaid","Christopher Guest","Color","escape|fish out of water|love|robot|servant","English",1981,4.2
"Free Style ","Drama","William Dear","Madison Pettis","Corbin Bleu","Sandra Echeverría","Color","","English",2008,4.2
"Undiscovered ","Comedy|Music|Romance","Meiert Avis","Fisher Stevens","Kip Pardue","Perrey Reeves","Color","bare chested male|box office flop|diner|german shepherd|one word title","English",2005,4.2
"Code of Honor ","Action","Michael Winnick","Scott Takeda","Helena Mattsson","Craig Sheffer","Color","gun|mayor|nightclub|police|vigilantism","English",2016,4.2
"Area 51 ","Horror|Sci-Fi|Thriller","Oren Peli","Glenn Campbell","Sandra Staggs","Jelena Nik","Color","alien|alien abduction|conspiracy|secret base|ufo","English",2015,4.2
"Farce of the Penguins ","Animation|Comedy","Bob Saget","Alyson Hannigan","John Stamos","Jim Belushi","Color","flatulence|march|penguin|south pole|spoof","English",2006,4.2
"No Vacancy ","Horror","Chris Stokes","Kristen Quintrall","Rachel Sterling","Black Thomas","Color","motel|psychopath|psychopathic killer|road trip|vomiting","English",2012,4.2
"Bleeding Hearts ","Horror","Dylan Bank","Seregon O'Dassey","Deirdre Lorenz","Dustin Diamond","Color","bare breasts|bra and panties|nudity|syringe","English",2015,4.2
"The Devil Inside ","Horror","William Brent Bell","Fernanda Andrade","Claudiu Trandafir","Brian Johnson","Color","critically bashed|demonic possession|exorcism|exorcist|found footage","English",2012,4.2
"The Young Unknowns ","Drama","Catherine Jelski","Leslie Bibb","Eion Bailey","Arly Jover","Color","based on play|independent film","English",2000,4.2
"The Gallows ","Horror|Thriller","Travis Cluff","Pfeifer Brown","Cassidy Gifford","Reese Mishler","Color","breaking and entering|gallows|hanging|high school|stage","English",2015,4.2
"Fantastic Four ","Action|Adventure|Sci-Fi","Josh Trank","Tim Blake Nelson","Reg E. Cathey","Tim Heidecker","Color","box office flop|critically bashed|portal|teleportation|troubled production","English",2015,4.3
"Sex and the City 2 ","Comedy|Drama|Romance","Michael Patrick King","Chris Noth","Liza Minnelli","Kristin Davis","Color","abu dhabi|box office hit|muslim|nanny|united arab emirates","English",2010,4.3
"Fantastic Four ","Action|Adventure|Sci-Fi","Josh Trank","Tim Blake Nelson","Reg E. Cathey","Tim Heidecker","Color","box office flop|critically bashed|portal|teleportation|troubled production","English",2015,4.3
"Nutty Professor II: The Klumps ","Comedy|Romance|Sci-Fi","Peter Segal","Larry Miller","Janet Jackson","Chris Elliott","Color","alter ego|marriage|professor|scientist|serum","English",2000,4.3
"Cats & Dogs: The Revenge of Kitty Galore ","Action|Comedy|Family|Fantasy","Brad Peyton","Jack McBrayer","Sean Hayes","Katt Williams","Color","cartoon on tv|cat|dog|kitty|special agent","English",2010,4.3
"Littleman ","Comedy|Crime","Keenen Ivory Wayans","Chazz Palminteri","Brittany Daniel","John Witherspoon","Color","diamond|infant|parody|spoof|sports violence","English",2006,4.3
"xXx: State of the Union ","Action|Adventure|Crime|Thriller","Lee Tamahori","Sunny Mabrey","Nona Gaye","Xzibit","Color","coup d'etat|mutiny|president|u.s. navy|washington d.c.","English",2005,4.3
"Ghost Rider: Spirit of Vengeance ","Action|Fantasy|Thriller","Mark Neveldine","Nicolas Cage","Spencer Wilding","Christopher Lambert","Color","deal with the devil|devil|eastern europe|ghost rider|monk","English",2011,4.3
"Striptease ","Comedy|Crime|Drama|Thriller","Andrew Bergman","Demi Moore","Rumer Willis","Paul Guilfoyle","Color","bouncer|breasts|congressman|private dancer|stripper","English",1996,4.3
"Fat Albert ","Comedy|Family|Fantasy|Romance","Joel Zwick","Dania Ramirez","Nick Zano","Alice Greczyn","Color","animated sequence|junkyard|love|party|television","English",2004,4.3
"Highlander: The Final Dimension ","Action|Fantasy|Romance|Sci-Fi","Andrew Morahan","Christopher Lambert","Mako","Mario Van Peebles","Color","cave|highlander|illusion|immortal|japan","English",1994,4.3
"3 Ninjas Kick Back ","Action|Comedy|Family","Charles T. Kanganis","Victor Wong","Dustin Nguyen","Don Stark","Color","1990s|dagger|japan|mousetrap|stick fight","English",1994,4.3
"An American Carol ","Comedy|Fantasy","David Zucker","Chriss Anglin","Geoffrey Arend","Gary Coleman","Color","arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist","English",2008,4.3
"In the Land of Blood and Honey ","Drama|Romance|War","Angelina Jolie Pitt","Jelena Jovanova","Nikola Djuricko","Branko Djuric","Color","bosnian war|church|emaciation|soldier|violence","Bosnian",2011,4.3
"Johnson Family Vacation ","Comedy","Christopher Erskin","Vanessa Williams","Shannon Elizabeth","Shad Moss","Color","cross country|cross country trip|highway travel|on the road|road movie","English",2004,4.3
"Drive Hard ","Action|Comedy|Crime","Brian Trenchard-Smith","Zoe Ventoura","Damien Garvey","Christopher Sommers","Color","","English",2014,4.3
"LOL ","Comedy|Drama|Romance","Lisa Azuelos","Nora Dunn","Lina Esco","Alix Freihage","Color","best friend|girl in panties|high school|high school romance|pink panties","English",2012,4.3
